"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","MFP","TOT","IDX2015","A","1989",78.568602,
"GBR","MFP","TOT","IDX2015","A","1990",78.048712,
"GBR","MFP","TOT","IDX2015","A","1991",77.710191,
"GBR","MFP","TOT","IDX2015","A","1992",79.093629,
"GBR","MFP","TOT","IDX2015","A","1993",80.638941,
"GBR","MFP","TOT","IDX2015","A","1994",81.763358,
"GBR","MFP","TOT","IDX2015","A","1995",81.862422,
"GBR","MFP","TOT","IDX2015","A","1996",82.41904,
"GBR","MFP","TOT","IDX2015","A","1997",85.926387,
"GBR","MFP","TOT","IDX2015","A","1998",87.432586,
"GBR","MFP","TOT","IDX2015","A","1999",89.269846,
"GBR","MFP","TOT","IDX2015","A","2000",91.423082,
"GBR","MFP","TOT","IDX2015","A","2001",92.696206,
"GBR","MFP","TOT","IDX2015","A","2002",94.266205,
"GBR","MFP","TOT","IDX2015","A","2003",96.589927,
"GBR","MFP","TOT","IDX2015","A","2004",98.10456,
"GBR","MFP","TOT","IDX2015","A","2005",98.721047,
"GBR","MFP","TOT","IDX2015","A","2006",100.248169,
"GBR","MFP","TOT","IDX2015","A","2007",101.204559,
"GBR","MFP","TOT","IDX2015","A","2008",100.710917,
"GBR","MFP","TOT","IDX2015","A","2009",97.523091,
"GBR","MFP","TOT","IDX2015","A","2010",99.270347,
"GBR","MFP","TOT","IDX2015","A","2011",99.007724,
"GBR","MFP","TOT","IDX2015","A","2012",98.363671,
"GBR","MFP","TOT","IDX2015","A","2013",98.643997,
"GBR","MFP","TOT","IDX2015","A","2014",98.766599,
"GBR","MFP","TOT","IDX2015","A","2015",100,
"GBR","MFP","TOT","IDX2015","A","2016",99.253377,
"GBR","MFP","TOT","IDX2015","A","2017",99.70093,
"GBR","MFP","TOT","IDX2015","A","2018",99.737885,
"GBR","MFP","TOT","IDX2015","A","2019",99.474934,
"USA","MFP","TOT","IDX2015","A","1985",76.732455,
"USA","MFP","TOT","IDX2015","A","1986",77.682583,
"USA","MFP","TOT","IDX2015","A","1987",77.860249,
"USA","MFP","TOT","IDX2015","A","1988",78.472749,
"USA","MFP","TOT","IDX2015","A","1989",78.814471,
"USA","MFP","TOT","IDX2015","A","1990",79.339767,
"USA","MFP","TOT","IDX2015","A","1991",79.364385,
"USA","MFP","TOT","IDX2015","A","1992",81.397049,
"USA","MFP","TOT","IDX2015","A","1993",81.529334,
"USA","MFP","TOT","IDX2015","A","1994",82.174075,
"USA","MFP","TOT","IDX2015","A","1995",82.068023,
"USA","MFP","TOT","IDX2015","A","1996",83.434633,
"USA","MFP","TOT","IDX2015","A","1997",84.151841,
"USA","MFP","TOT","IDX2015","A","1998",85.256069,
"USA","MFP","TOT","IDX2015","A","1999",86.745541,
"USA","MFP","TOT","IDX2015","A","2000",88.092028,
"USA","MFP","TOT","IDX2015","A","2001",88.752057,
"USA","MFP","TOT","IDX2015","A","2002",90.226288,
"USA","MFP","TOT","IDX2015","A","2003",92.200777,
"USA","MFP","TOT","IDX2015","A","2004",93.989363,
"USA","MFP","TOT","IDX2015","A","2005",95.351062,
"USA","MFP","TOT","IDX2015","A","2006",95.729427,
"USA","MFP","TOT","IDX2015","A","2007",96.094937,
"USA","MFP","TOT","IDX2015","A","2008",95.94066,
"USA","MFP","TOT","IDX2015","A","2009",97.042285,
"USA","MFP","TOT","IDX2015","A","2010",98.856067,
"USA","MFP","TOT","IDX2015","A","2011",98.641776,
"USA","MFP","TOT","IDX2015","A","2012",98.76062,
"USA","MFP","TOT","IDX2015","A","2013",98.834884,
"USA","MFP","TOT","IDX2015","A","2014",99.174366,
"USA","MFP","TOT","IDX2015","A","2015",100,
"USA","MFP","TOT","IDX2015","A","2016",100.055824,
"USA","MFP","TOT","IDX2015","A","2017",100.746911,
"USA","MFP","TOT","IDX2015","A","2018",101.618334,
"USA","MFP","TOT","IDX2015","A","2019",102.372198,
"IRL","MFP","TOT","IDX2015","A","1985",58.433422,
"IRL","MFP","TOT","IDX2015","A","1986",57.375856,
"IRL","MFP","TOT","IDX2015","A","1987",59.876572,
"IRL","MFP","TOT","IDX2015","A","1988",62.356015,
"IRL","MFP","TOT","IDX2015","A","1989",65.336627,
"IRL","MFP","TOT","IDX2015","A","1990",68.194305,
"IRL","MFP","TOT","IDX2015","A","1991",70.205571,
"IRL","MFP","TOT","IDX2015","A","1992",73.046614,
"IRL","MFP","TOT","IDX2015","A","1993",74.558502,
"IRL","MFP","TOT","IDX2015","A","1994",76.387754,
"IRL","MFP","TOT","IDX2015","A","1995",79.998353,
"IRL","MFP","TOT","IDX2015","A","1996",82.706331,
"IRL","MFP","TOT","IDX2015","A","1997",87.704126,
"IRL","MFP","TOT","IDX2015","A","1998",89.079592,
"IRL","MFP","TOT","IDX2015","A","1999",92.181384,
"IRL","MFP","TOT","IDX2015","A","2000",95.995432,
"IRL","MFP","TOT","IDX2015","A","2001",97.257457,
"IRL","MFP","TOT","IDX2015","A","2002",100.686564,
"IRL","MFP","TOT","IDX2015","A","2003",101.17305,
"IRL","MFP","TOT","IDX2015","A","2004",103.883128,
"IRL","MFP","TOT","IDX2015","A","2005",103.393997,
"IRL","MFP","TOT","IDX2015","A","2006",102.840198,
"IRL","MFP","TOT","IDX2015","A","2007",103.28332,
"IRL","MFP","TOT","IDX2015","A","2008",98.157276,
"IRL","MFP","TOT","IDX2015","A","2009",98.211576,
"IRL","MFP","TOT","IDX2015","A","2010",104.808081,
"IRL","MFP","TOT","IDX2015","A","2011",104.900826,
"IRL","MFP","TOT","IDX2015","A","2012",103.516726,
"IRL","MFP","TOT","IDX2015","A","2013",101.02366,
"IRL","MFP","TOT","IDX2015","A","2014",105.190508,
"ISR","MFP","TOT","AGRWTH","A","1996",-0.83142,
"ISR","MFP","TOT","AGRWTH","A","1997",0.020868,
"ISR","MFP","TOT","AGRWTH","A","1998",1.567807,
"ISR","MFP","TOT","AGRWTH","A","1999",-0.926932,
"ISR","MFP","TOT","AGRWTH","A","2000",3.357353,
"ISR","MFP","TOT","AGRWTH","A","2001",-0.462764,
"ISR","MFP","TOT","AGRWTH","A","2002",-2.296192,
"ISR","MFP","TOT","AGRWTH","A","2003",0.490248,
"ISR","MFP","TOT","AGRWTH","A","2004",3.8221,
"ISR","MFP","TOT","AGRWTH","A","2005",0.861477,
"ISR","MFP","TOT","AGRWTH","A","2006",3.127455,
"ISR","MFP","TOT","AGRWTH","A","2007",0.907608,
"ISR","MFP","TOT","AGRWTH","A","2008",-0.521086,
"ISR","MFP","TOT","AGRWTH","A","2009",-1.512923,
"ISR","MFP","TOT","AGRWTH","A","2010",2.523547,
"ISR","MFP","TOT","AGRWTH","A","2011",1.655122,
"ISR","MFP","TOT","AGRWTH","A","2012",-0.551931,
"ISR","MFP","TOT","AGRWTH","A","2013",1.63868,
"ISR","MFP","TOT","AGRWTH","A","2014",1.547552,
"ISR","MFP","TOT","AGRWTH","A","2015",-0.152484,
"ISR","MFP","TOT","AGRWTH","A","2016",0.068512,
"ISR","MFP","TOT","AGRWTH","A","2017",0.716341,
"ISR","MFP","TOT","AGRWTH","A","2018",1.258435,
"ISR","MFP","TOT","AGRWTH","A","2019",1.576755,
"ISR","MFP","TOT","IDX2015","A","1996",86.25747,
"ISR","MFP","TOT","IDX2015","A","1997",86.27547,
"ISR","MFP","TOT","IDX2015","A","1998",87.628103,
"ISR","MFP","TOT","IDX2015","A","1999",86.81585,
"ISR","MFP","TOT","IDX2015","A","2000",89.730564,
"ISR","MFP","TOT","IDX2015","A","2001",89.315323,
"ISR","MFP","TOT","IDX2015","A","2002",87.264472,
"ISR","MFP","TOT","IDX2015","A","2003",87.692285,
"ISR","MFP","TOT","IDX2015","A","2004",91.043971,
"ISR","MFP","TOT","IDX2015","A","2005",91.828294,
"ISR","MFP","TOT","IDX2015","A","2006",94.700183,
"ISR","MFP","TOT","IDX2015","A","2007",95.55969,
"ISR","MFP","TOT","IDX2015","A","2008",95.061741,
"ISR","MFP","TOT","IDX2015","A","2009",93.62353,
"ISR","MFP","TOT","IDX2015","A","2010",95.986164,
"ISR","MFP","TOT","IDX2015","A","2011",97.574852,
"ISR","MFP","TOT","IDX2015","A","2012",97.036307,
"ISR","MFP","TOT","IDX2015","A","2013",98.626421,
"ISR","MFP","TOT","IDX2015","A","2014",100.152717,
"ISR","MFP","TOT","IDX2015","A","2015",100,
"ISR","MFP","TOT","IDX2015","A","2016",100.068512,
"ISR","MFP","TOT","IDX2015","A","2017",100.785343,
"ISR","MFP","TOT","IDX2015","A","2018",102.053661,
"ISR","MFP","TOT","IDX2015","A","2019",103.662797,
